Empresa,sector,ventas_anuales,empleados,adopcion_tecnologica,tecnologias_utilizadas,proposito_hoy,proposito_18_anos,_latency_s
Halliburton Colombia,Energía y Minería,Grande — > $50.000 M,>500,"Alto - Automatización, analítica, plataformas integradas",Inteligencia Artificial; Automatización / Robótica; Big Data y analítica avanzada; Ciberseguridad; Computación en la nube,"Halliburton Colombia busca liderar la prestación de servicios y soluciones integrales en la industria de energía y minería, maximizando la eficiencia y seguridad en las operaciones de nuestros clientes.","En 18 años, Halliburton Colombia aspira a ser reconocida como una de las empresas líderes en innovación y tecnología en el sector energético y minero a nivel global, con un impacto positivo en la comunidad y el medio ambiente.",2.7566
Weatherford Colombia,Energía y Minería,Grande — > $50.000 M,>500,"Alto - Automatización, analítica, plataformas integradas",Automatización / Robótica; Big Data y analítica avanzada; Internet de las cosas (IoT); Computación en la nube; Ciberseguridad,"Weatherford Colombia busca mantener su liderazgo en la industria de servicios petroleros, brindando soluciones innovadoras y eficientes a sus clientes.","En 18 años, Weatherford Colombia aspira a ser reconocida como una empresa líder en la transición energética, con un portafolio de servicios diversificado y sostenible.",3.8888
Baker Hughes Colombia,Energía y Minería,Grande — > $50.000 M,>500,"Alto - Automatización, analítica, plataformas integradas",Inteligencia Artificial; Automatización / Robótica; Big Data y analítica avanzada; Internet de las cosas (IoT); Computación en la nube; Ciberseguridad,"Proveer soluciones innovadoras y eficientes en el sector energético y minero, mejorando la productividad y sostenibilidad de nuestros clientes.","Ser líderes globales en la transición energética, proporcionando tecnologías y servicios que aceleren la adopción de energías limpias y renovables.",2.6779
Siemens Colombia,Tecnología,Grande — > $50.000 M,>500,"Avanzado - Uso intensivo de tecnologías emergentes, IA, IoT, etc.",Inteligencia Artificial; Automatización / Robótica; Big Data y analítica avanzada; Internet de las cosas (IoT); Computación en la nube; Ciberseguridad,"Siemens Colombia busca liderar la transformación digital en el país, ofreciendo soluciones innovadoras y sostenibles para sectores clave.","En 18 años, Siemens Colombia aspira a ser referente en la implementación de tecnologías emergentes en Latinoamérica, impulsando la competitividad y el desarrollo sostenible.",2.643
General Electric Colombia,Tecnología,Grande — > $50.000 M,>500,"Avanzado - Uso intensivo de tecnologías emergentes, IA, IoT, etc.",Inteligencia Artificial; Automatización / Robótica; Big Data y analítica avanzada; Internet de las cosas (IoT); Computación en la nube; Ciberseguridad,"En General Electric Colombia, nos enfocamos en brindar soluciones innovadoras y tecnológicas que aporten valor a nuestros clientes y contribuyan al desarrollo del país.","En 18 años, nuestro objetivo es consolidarnos como líderes en el sector tecnológico en Colombia, expandiendo nuestra oferta de productos y servicios y fortaleciendo nuestra presencia en el mercado regional.",2.6922
ABB Colombia,Tecnología,Grande — > $50.000 M,>500,"Avanzado - Uso intensivo de tecnologías emergentes, IA, IoT, etc.",Inteligencia Artificial; Automatización / Robótica; Big Data y analítica avanzada; Internet de las cosas (IoT); Computación en la nube; Ciberseguridad,"ABB Colombia busca liderar la transformación digital en el sector energético y de automatización, brindando soluciones innovadoras y sostenibles a sus clientes.","En 18 años, ABB Colombia aspira a ser reconocida como una de las empresas líderes en tecnología y sostenibilidad en América Latina, expandiendo su portafolio de productos y servicios.",2.7108
Indra Colombia,Tecnología,Grande — > $50.000 M,>500,"Avanzado - Uso intensivo de tecnologías emergentes, IA, IoT, etc.",Inteligencia Artificial; Automatización / Robótica; Big Data y analítica avanzada; Internet de las cosas (IoT); Computación en la nube; Ciberseguridad,Liderar en soluciones tecnológicas integrales para sectores críticos.,Ser referente global en innovación tecnológica aplicada.,2.5958
Teleperformance Colombia,Servicios,Grande — > $50.000 M,>500,"Alto - Automatización, analítica, plataformas integradas",Inteligencia Artificial; Automatización / Robótica; Big Data y analítica avanzada; Computación en la nube; Ciberseguridad,Brindar soluciones de experiencia del cliente a través de servicios de atención al cliente y soporte técnico.,"Ser líder global en soluciones de experiencia del cliente, innovando con tecnología y talento humano.",2.5589
Konecta Colombia,Servicios,Grande — > $50.000 M,>500,"Alto - Automatización, analítica, plataformas integradas",Inteligencia Artificial; Automatización / Robótica; Big Data y analítica avanzada; Computación en la nube; Ciberseguridad,"En Konecta, nos esforzamos por brindar soluciones innovadoras en servicios de atención al cliente y gestión de operaciones.","En 18 años, Konecta aspira a consolidarse como líder global en servicios de atención al cliente y gestión de operaciones, impulsando la transformación digital de las empresas.",2.6435
Atento Colombia,Servicios,Grande — > $50.000 M,>500,"Alto - Automatización, analítica, plataformas integradas",Inteligencia Artificial; Automatización / Robótica; Big Data y analítica avanzada; Computación en la nube; Ciberseguridad,"En Atento Colombia, nos enfocamos en brindar soluciones innovadoras de atención al cliente y servicios de outsourcing.","En 18 años, buscamos consolidarnos como líderes en servicios de atención al cliente en Latinoamérica.",2.6674
Sutherland Global Colombia,Servicios,Grande — > $50.000 M,>500,"Alto - Automatización, analítica, plataformas integradas",Inteligencia Artificial; Automatización / Robótica; Big Data y analítica avanzada; Computación en la nube; Ciberseguridad,Sutherland Global Colombia busca brindar soluciones innovadoras en servicios de BPO (Business Process Outsourcing) y tecnología para clientes de todo el mundo.,"En 18 años, Sutherland Global Colombia aspira a consolidarse como líder global en servicios de BPO y tecnología, expandiendo su oferta de servicios y su presencia en nuevos mercados.",2.9169
Alianza Team,Tecnología,Mediana (alta) — $10.000–50.000 M,201-500,"Alto - Automatización, analítica, plataformas integradas",Inteligencia Artificial; Automatización / Robótica; Big Data y analítica avanzada; Computación en la nube; Ciberseguridad,Desarrollar soluciones tecnológicas innovadoras para mejorar la eficiencia y competitividad de nuestros clientes.,Consolidarnos como líderes en el sector tecnológico en Colombia y expandernos a nivel internacional.,2.625
Grupo Empresarial Alianza,Servicios,Mediana (alta) — $10.000–50.000 M,>500,"Alto - Automatización, analítica, plataformas integradas",Inteligencia Artificial; Automatización / Robótica; Big Data y analítica avanzada; Computación en la nube; Ciberseguridad,"Consolidarnos como líderes en servicios integrales en Colombia, mejorando la calidad de vida de nuestros clientes.","Ser un referente global en servicios, reconocido por nuestra innovación y compromiso con la sostenibilidad.",2.7479
Grupo Phoenix,Servicios,Mediana (alta) — $10.000–50.000 M,>500,"Alto - Automatización, analítica, plataformas integradas",Inteligencia Artificial; Automatización / Robótica; Big Data y analítica avanzada; Computación en la nube; Ciberseguridad,En Grupo Phoenix nos enfocamos en brindar soluciones integrales de servicios para satisfacer las necesidades de nuestros clientes de manera eficiente y confiable.,"En 18 años, Grupo Phoenix busca consolidarse como líder en la prestación de servicios, expandiendo nuestra oferta de valor y alcanzando un mayor impacto en la región.",2.6795
Fondo Nacional del Ahorro,Servicios,Mediana (alta) — $10.000–50.000 M,>500,"Alto - Automatización, analítica, plataformas integradas",Computación en la nube; Ciberseguridad; Big Data y analítica avanzada,Ofrecer soluciones de ahorro y crédito para mejorar la calidad de vida de los colombianos.,"Ser líder en el mercado de servicios financieros, impulsando el desarrollo económico y social de Colombia.",2.5477
Colpensiones,Servicios,Grande — > $50.000 M,>500,"Alto - Automatización, analítica, plataformas integradas",Computación en la nube; Ciberseguridad; Big Data y analítica avanzada,Colpensiones es una administradora de fondos de pensiones y cesantías que busca asegurar el futuro financiero de los colombianos.,"En 18 años, Colpensiones aspira a ser líder en la gestión de pensiones y ahorro en Colombia, con un impacto significativo en la calidad de vida de los ciudadanos.",2.6219
Clínica del Country,Salud,Mediana (alta) — $10.000–50.000 M,>500,"Alto - Automatización, analítica, plataformas integradas",Inteligencia Artificial; Big Data y analítica avanzada; Ciberseguridad; Computación en la nube,Brindar servicios de salud de alta calidad y eficiencia a nuestros pacientes.,"Ser líderes en la prestación de servicios de salud en Colombia, con un enfoque en la innovación y la atención personalizada.",2.5572
Clínica La Colina,Salud,Mediana (alta) — $10.000–50.000 M,>500,"Alto - Automatización, analítica, plataformas integradas",Inteligencia Artificial; Big Data y analítica avanzada; Ciberseguridad; Computación en la nube,Brindar servicios de salud de alta calidad y eficiencia a nuestros pacientes.,Ser líderes en la prestación de servicios de salud en Colombia y Latinoamérica.,2.6253
Clínica Shaio,Salud,Grande — > $50.000 M,>500,"Alto - Automatización, analítica, plataformas integradas",Inteligencia Artificial; Big Data y analítica avanzada; Ciberseguridad; Computación en la nube,Brindar servicios de salud de alta calidad y eficiencia a nuestros pacientes.,"Ser líderes en la prestación de servicios de salud en Colombia y Latinoamérica, con un enfoque en la innovación y la calidad.",2.5461
Hospital San Vicente Fundación,Salud,Grande — > $50.000 M,>500,"Alto - Automatización, analítica, plataformas integradas",Inteligencia Artificial; Big Data y analítica avanzada; Ciberseguridad; Computación en la nube,Brindar servicios de salud de alta calidad y calidez a nuestros pacientes.,"Ser líderes en la prestación de servicios de salud en Colombia y Latinoamérica, con un enfoque en la innovación y la humanización.",2.5751
Fundación Valle del Lili,Salud,Mediana (alta) — $10.000–50.000 M,>500,"Alto - Automatización, analítica, plataformas integradas",Inteligencia Artificial; Big Data y analítica avanzada; Ciberseguridad; Computación en la nube,Brindar servicios de salud de alta calidad y contribuir al bienestar de la comunidad.,Ser un referente en la prestación de servicios de salud en Colombia y Latinoamérica.,2.5798
Clínica Las Américas Auna,Salud,Grande — > $50.000 M,>500,"Alto - Automatización, analítica, plataformas integradas",Inteligencia Artificial; Big Data y analítica avanzada; Ciberseguridad; Computación en la nube,Brindar servicios de salud de alta calidad y eficiencia a nuestros pacientes.,"Ser líderes en la prestación de servicios de salud en Colombia y Latinoamérica, con un enfoque en la innovación y la tecnología.",2.8066
